week,zip,week_st,week_end,population,cases_weekly,cases_cumulative,case_rate_weekly,case_rate_cumulative,tests_weekly,tests_cumulative,test_rate_weekly,test_rate_cumulative,pct_tested_positive_weekly,pct_tested_positive_cumulative,deaths_weekly,deaths_cumulative,death_rate_weekly,death_rate_cumulative,zip_code_location,int,cumulative_doses_weekly,cumulative_first_weekly,cumulative_complete_weekly,cumulative_pct_first,cumulative_pct_complete,doses_weekly,first_weekly,phase,pct_complete_present,pct_first_present,first_dose_rate
1,60614,3/1/2020,3/7/2020,71954,NA,NA,NA,NA,2,2,2.779553604,2.779553604,1.982044084,1.982044084,0,0,0,0,POINT (-87.652064 41.922605),2020-03-01 UTC--2020-03-07 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,60615,3/1/2020,3/7/2020,40590,NA,NA,NA,NA,2,2,4.927322,4.927322,2.047942843,2.047942843,0,0,0,0,POINT (-87.602725 41.801993),2020-03-01 UTC--2020-03-07 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,60616,3/1/2020,3/7/2020,54197,NA,NA,NA,NA,1,1,1.845120579,1.845120579,1.004926472,1.004926472,0,0,0,0,POINT (-87.629531 41.844869),2020-03-01 UTC--2020-03-07 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,60617,3/1/2020,3/7/2020,83553,NA,NA,NA,NA,1,1,1.196845116,1.196845116,0.987804148,0.987804148,0,0,0,0,POINT (-87.556897 41.721257),2020-03-01 UTC--2020-03-07 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,60618,3/1/2020,3/7/2020,94907,NA,NA,NA,NA,1,1,1.05366306,1.05366306,0.994605245,0.994605245,0,0,0,0,POINT (-87.703343 41.946699),2020-03-01 UTC--2020-03-07 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,60619,3/1/2020,3/7/2020,61207,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,POINT (-87.60569 41.744737),2020-03-01 UTC--2020-03-07 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,60620,3/1/2020,3/7/2020,67711,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,POINT (-87.651656 41.740873),2020-03-01 UTC--2020-03-07 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,60621,3/1/2020,3/7/2020,28018,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,POINT (-87.638812 41.776931),2020-03-01 UTC--2020-03-07 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,60622,3/1/2020,3/7/2020,53294,NA,NA,NA,NA,1,1,1.876383833,1.876383833,0.990599317,0.990599317,0,0,0,0,POINT (-87.681818 41.902762),2020-03-01 UTC--2020-03-07 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,60623,3/1/2020,3/7/2020,81283,NA,NA,NA,NA,2,2,2.460539104,2.460539104,2.115546916,2.115546916,0,0,0,0,POINT (-87.717446 41.850321),2020-03-01 UTC--2020-03-07 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,60624,3/1/2020,3/7/2020,34892,NA,NA,NA,NA,1,1,2.865986473,2.865986473,1.036283389,1.036283389,0,0,0,0,POINT (-87.722735 41.879417),2020-03-01 UTC--2020-03-07 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,60625,3/1/2020,3/7/2020,79444,NA,NA,NA,NA,2,2,2.517496601,2.517496601,1.994939832,1.994939832,0,0,0,0,POINT (-87.701816 41.971155),2020-03-01 UTC--2020-03-07 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,60626,3/1/2020,3/7/2020,50544,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,POINT (-87.669834 42.009469),2020-03-01 UTC--2020-03-07 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,60628,3/1/2020,3/7/2020,64254,NA,NA,NA,NA,2,2,3.112646683,3.112646683,2.076882373,2.076882373,0,0,0,0,POINT (-87.621537 41.694192),2020-03-01 UTC--2020-03-07 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,60629,3/1/2020,3/7/2020,110029,NA,NA,NA,NA,2,2,1.817702606,1.817702606,2.033100364,2.033100364,0,0,0,0,POINT (-87.711565 41.777061),2020-03-01 UTC--2020-03-07 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,60630,3/1/2020,3/7/2020,56433,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,POINT (-87.759611 41.971261),2020-03-01 UTC--2020-03-07 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,60631,3/1/2020,3/7/2020,29529,NA,NA,NA,NA,2,2,6.773002811,6.773002811,2,2,0,0,0,0,POINT (-87.813371 41.995019),2020-03-01 UTC--2020-03-07 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,60632,3/1/2020,3/7/2020,89857,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,POINT (-87.711251 41.810038),2020-03-01 UTC--2020-03-07 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,60633,3/1/2020,3/7/2020,12689,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,POINT (-87.556037 41.653147),2020-03-01 UTC--2020-03-07 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,60634,3/1/2020,3/7/2020,75082,NA,NA,NA,NA,4,4,5.327508591,5.327508591,4.048640153,4.048640153,0,0,0,0,POINT (-87.797373 41.944967),2020-03-01 UTC--2020-03-07 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,60636,3/1/2020,3/7/2020,30024,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,POINT (-87.668597 41.77599),2020-03-01 UTC--2020-03-07 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,60637,3/1/2020,3/7/2020,47300,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,POINT (-87.604053 41.780991),2020-03-01 UTC--2020-03-07 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,60638,3/1/2020,3/7/2020,58669,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,POINT (-87.771902 41.787032),2020-03-01 UTC--2020-03-07 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,60639,3/1/2020,3/7/2020,88204,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,POINT (-87.75531 41.920609),2020-03-01 UTC--2020-03-07 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,60640,3/1/2020,3/7/2020,69363,NA,NA,NA,NA,5,5,7.208454075,7.208454075,5.025373758,5.025373758,0,0,0,0,POINT (-87.662232 41.971888),2020-03-01 UTC--2020-03-07 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,60641,3/1/2020,3/7/2020,69880,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,POINT (-87.746791 41.946682),2020-03-01 UTC--2020-03-07 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,60642,3/1/2020,3/7/2020,19716,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,POINT (-87.657821 41.899935),2020-03-01 UTC--2020-03-07 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,60643,3/1/2020,3/7/2020,48887,NA,NA,NA,NA,1,1,2.045533577,2.045533577,1.020107595,1.020107595,0,0,0,0,POINT (-87.662381 41.700445),2020-03-01 UTC--2020-03-07 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,60644,3/1/2020,3/7/2020,46591,NA,NA,NA,NA,4,4,8.585349102,8.585349102,4.096241763,4.096241763,0,0,0,0,POINT (-87.756863 41.881113),2020-03-01 UTC--2020-03-07 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,60645,3/1/2020,3/7/2020,47270,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,POINT (-87.695049 42.008927),2020-03-01 UTC--2020-03-07 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,60646,3/1/2020,3/7/2020,28569,NA,NA,NA,NA,3,3,10.50089258,10.50089258,2.938884805,2.938884805,0,0,0,0,POINT (-87.761826 41.993931),2020-03-01 UTC--2020-03-07 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,60647,3/1/2020,3/7/2020,87633,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,POINT (-87.701101 41.921058),2020-03-01 UTC--2020-03-07 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,60649,3/1/2020,3/7/2020,46633,NA,NA,NA,NA,1,1,2.144404177,2.144404177,0.986940579,0.986940579,0,0,0,0,POINT (-87.571522 41.762202),2020-03-01 UTC--2020-03-07 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,60651,3/1/2020,3/7/2020,63492,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,POINT (-87.741017 41.901964),2020-03-01 UTC--2020-03-07 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,60652,3/1/2020,3/7/2020,43447,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,POINT (-87.714238 41.745398),2020-03-01 UTC--2020-03-07 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,60653,3/1/2020,3/7/2020,33154,NA,NA,NA,NA,1,1,3.016227303,3.016227303,0.964348193,0.964348193,0,0,0,0,POINT (-87.611244 41.819261),2020-03-01 UTC--2020-03-07 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,60654,3/1/2020,3/7/2020,20022,NA,NA,NA,NA,2,2,9.989012087,9.989012087,1.911397463,1.911397463,0,0,0,0,POINT (-87.636354 41.892485),2020-03-01 UTC--2020-03-07 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,60655,3/1/2020,3/7/2020,28569,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,POINT (-87.701434 41.696456),2020-03-01 UTC--2020-03-07 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,60656,3/1/2020,3/7/2020,28218,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,POINT (-87.817934 41.974566),2020-03-01 UTC--2020-03-07 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,60657,3/1/2020,3/7/2020,70958,NA,NA,NA,NA,4,4,5.637137462,5.637137462,3.948927535,3.948927535,0,0,0,0,POINT (-87.658216 41.939715),2020-03-01 UTC--2020-03-07 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,60659,3/1/2020,3/7/2020,42735,NA,NA,NA,NA,1,1,2.34000234,2.34000234,0.960992161,0.960992161,0,0,0,0,POINT (-87.703266 41.990803),2020-03-01 UTC--2020-03-07 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,60660,3/1/2020,3/7/2020,44498,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,POINT (-87.666362 41.991062),2020-03-01 UTC--2020-03-07 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,60661,3/1/2020,3/7/2020,10354,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,POINT (-87.644283 41.882786),2020-03-01 UTC--2020-03-07 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,60666,3/1/2020,3/7/2020,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,POINT (-87.896371 41.979511),2020-03-01 UTC--2020-03-07 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,60707,3/1/2020,3/7/2020,43093,NA,NA,NA,NA,1,1,2.320562504,2.320562504,0.998282784,0.998282784,0,0,0,0,POINT (-87.808283 41.921777),2020-03-01 UTC--2020-03-07 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,60827,3/1/2020,3/7/2020,28483,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,POINT (-87.633087 41.650765),2020-03-01 UTC--2020-03-07 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,60601,3/8/2020,3/14/2020,15083,NA,NA,NA,NA,5,6,33.14990387,39.77988464,4.864748392,5.837698071,0,0,0,0,POINT (-87.622844 41.886262),2020-03-08 UTC--2020-03-14 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,60602,3/8/2020,3/14/2020,1145,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,POINT (-87.628309 41.883136),2020-03-08 UTC--2020-03-14 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,60603,3/8/2020,3/14/2020,1052,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,POINT (-87.625473 41.880112),2020-03-08 UTC--2020-03-14 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,60604,3/8/2020,3/14/2020,823,NA,NA,NA,NA,1,1,121.5066829,121.5066829,0.95018226,0.95018226,0,0,0,0,POINT (-87.629029 41.878153),2020-03-08 UTC--2020-03-14 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,60605,3/8/2020,3/14/2020,29060,NA,NA,NA,NA,15,15,51.61734343,51.61734343,14.20457674,14.20457674,0,0,0,0,POINT (-87.623449 41.867824),2020-03-08 UTC--2020-03-14 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,60606,3/8/2020,3/14/2020,3287,NA,NA,NA,NA,3,3,91.26863401,91.26863401,2.830240341,2.830240341,0,0,0,0,POINT (-87.63676 41.882634),2020-03-08 UTC--2020-03-14 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,60607,3/8/2020,3/14/2020,29293,NA,NA,NA,NA,5,5,17.06892432,17.06892432,5.050865394,5.050865394,0,0,0,0,POINT (-87.652727 41.876104),2020-03-08 UTC--2020-03-14 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,60608,3/8/2020,3/14/2020,80059,NA,NA,NA,NA,8,11,9.992630435,13.73986685,7.914662936,10.88266154,0,0,0,0,POINT (-87.670366 41.849879),2020-03-08 UTC--2020-03-14 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,60609,3/8/2020,3/14/2020,60939,NA,NA,NA,NA,3,5,4.922955743,8.204926238,3.027371634,5.04561939,0,0,0,0,POINT (-87.653382 41.812017),2020-03-08 UTC--2020-03-14 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,60610,3/8/2020,3/14/2020,40548,5,5,12.33106442,12.33106442,8,11,19.72970307,27.12834172,7.69833284,10.58520766,0,0,0,0,POINT (-87.63581 41.90455),2020-03-08 UTC--2020-03-14 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,60611,3/8/2020,3/14/2020,33224,NA,NA,NA,NA,11,14,33.1085962,42.13821334,10.7357934,13.66373706,0,0,0,0,POINT (-87.620291 41.894734),2020-03-08 UTC--2020-03-14 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,60612,3/8/2020,3/14/2020,33735,NA,NA,NA,NA,11,12,32.60708463,35.57136505,11.18781681,12.20489106,0,0,0,0,POINT (-87.687011 41.88004),2020-03-08 UTC--2020-03-14 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,60613,3/8/2020,3/14/2020,50761,5,5,9.850081756,9.850081756,12,14,23.64019621,27.58022892,11.84681153,13.82128012,0,0,0,0,POINT (-87.661343 41.953742),2020-03-08 UTC--2020-03-14 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,60614,3/8/2020,3/14/2020,71954,14,14,19.45687523,19.45687523,25,27,34.74442005,37.52397365,24.77555105,26.75759513,0,0,0,0,POINT (-87.652064 41.922605),2020-03-08 UTC--2020-03-14 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,60615,3/8/2020,3/14/2020,40590,NA,NA,NA,NA,5,7,12.318305,17.245627,5.119857108,7.167799951,0,0,0,0,POINT (-87.602725 41.801993),2020-03-08 UTC--2020-03-14 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,60616,3/8/2020,3/14/2020,54197,NA,NA,NA,NA,10,11,18.45120579,20.29632636,10.04926472,11.05419119,0,0,0,0,POINT (-87.629531 41.844869),2020-03-08 UTC--2020-03-14 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,60617,3/8/2020,3/14/2020,83553,NA,NA,NA,NA,11,12,13.16529628,14.3621414,10.86584563,11.85364978,0,0,0,0,POINT (-87.556897 41.721257),2020-03-08 UTC--2020-03-14 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,60618,3/8/2020,3/14/2020,94907,5,6,5.268315298,6.321978358,15,16,15.80494589,16.85860895,14.91907868,15.91368392,0,0,0,0,POINT (-87.703343 41.946699),2020-03-08 UTC--2020-03-14 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,60619,3/8/2020,3/14/2020,61207,NA,NA,NA,NA,8,8,13.07040044,13.07040044,8.006665904,8.006665904,0,0,0,0,POINT (-87.60569 41.744737),2020-03-08 UTC--2020-03-14 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,60620,3/8/2020,3/14/2020,67711,4,5,5.907459645,7.384324556,9,9,13.2917842,13.2917842,9.051173369,9.051173369,0,0,0,0,POINT (-87.651656 41.740873),2020-03-08 UTC--2020-03-14 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,60621,3/8/2020,3/14/2020,28018,NA,NA,NA,NA,3,3,10.70740238,10.70740238,3.1096438,3.1096438,0,0,0,0,POINT (-87.638812 41.776931),2020-03-08 UTC--2020-03-14 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,60622,3/8/2020,3/14/2020,53294,6,6,11.258303,11.258303,8,9,15.01107066,16.8874545,7.924794536,8.915393853,0,0,0,0,POINT (-87.681818 41.902762),2020-03-08 UTC--2020-03-14 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,60623,3/8/2020,3/14/2020,81283,NA,NA,NA,NA,3,5,3.690808656,6.15134776,3.173320374,5.288867291,0,0,0,0,POINT (-87.717446 41.850321),2020-03-08 UTC--2020-03-14 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,60624,3/8/2020,3/14/2020,34892,NA,NA,NA,NA,9,10,25.79387825,28.65986473,9.326550499,10.36283389,0,0,0,0,POINT (-87.722735 41.879417),2020-03-08 UTC--2020-03-14 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,60625,3/8/2020,3/14/2020,79444,NA,NA,NA,NA,12,14,15.10497961,17.62247621,11.96963899,13.96457882,0,0,0,0,POINT (-87.701816 41.971155),2020-03-08 UTC--2020-03-14 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,60626,3/8/2020,3/14/2020,50544,NA,NA,NA,NA,4,4,7.913896803,7.913896803,3.93558088,3.93558088,0,0,0,0,POINT (-87.669834 42.009469),2020-03-08 UTC--2020-03-14 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,60628,3/8/2020,3/14/2020,64254,NA,NA,NA,NA,7,9,10.89426339,14.00691008,7.269088306,9.345970679,0,0,0,0,POINT (-87.621537 41.694192),2020-03-08 UTC--2020-03-14 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,60629,3/8/2020,3/14/2020,110029,NA,NA,NA,NA,5,7,4.544256514,6.36195912,5.082750911,7.115851276,0,0,0,0,POINT (-87.711565 41.777061),2020-03-08 UTC--2020-03-14 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,60630,3/8/2020,3/14/2020,56433,NA,NA,NA,NA,6,6,10.63207698,10.63207698,6.096858221,6.096858221,0,0,0,0,POINT (-87.759611 41.971261),2020-03-08 UTC--2020-03-14 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,60631,3/8/2020,3/14/2020,29529,NA,NA,NA,NA,2,4,6.773002811,13.54600562,2,4,0,0,0,0,POINT (-87.813371 41.995019),2020-03-08 UTC--2020-03-14 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,60632,3/8/2020,3/14/2020,89857,NA,NA,NA,NA,4,4,4.451517411,4.451517411,4.052616936,4.052616936,0,0,0,0,POINT (-87.711251 41.810038),2020-03-08 UTC--2020-03-14 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,60633,3/8/2020,3/14/2020,12689,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,POINT (-87.556037 41.653147),2020-03-08 UTC--2020-03-14 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,60634,3/8/2020,3/14/2020,75082,NA,NA,NA,NA,2,6,2.663754295,7.991262886,2.024320077,6.07296023,0,0,0,0,POINT (-87.797373 41.944967),2020-03-08 UTC--2020-03-14 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,60636,3/8/2020,3/14/2020,30024,NA,NA,NA,NA,6,6,19.98401279,19.98401279,6.435451639,6.435451639,0,0,0,0,POINT (-87.668597 41.77599),2020-03-08 UTC--2020-03-14 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,60637,3/8/2020,3/14/2020,47300,NA,NA,NA,NA,5,5,10.57082452,10.57082452,5.01627907,5.01627907,0,0,0,0,POINT (-87.604053 41.780991),2020-03-08 UTC--2020-03-14 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,60638,3/8/2020,3/14/2020,58669,NA,NA,NA,NA,2,2,3.408955326,3.408955326,2.004363463,2.004363463,0,0,0,0,POINT (-87.771902 41.787032),2020-03-08 UTC--2020-03-14 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,60639,3/8/2020,3/14/2020,88204,NA,NA,NA,NA,7,7,7.93614802,7.93614802,7.183563104,7.183563104,0,0,0,0,POINT (-87.75531 41.920609),2020-03-08 UTC--2020-03-14 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,60640,3/8/2020,3/14/2020,69363,NA,NA,NA,NA,15,20,21.62536222,28.8338163,15.07612128,20.10149503,0,0,0,0,POINT (-87.662232 41.971888),2020-03-08 UTC--2020-03-14 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,60641,3/8/2020,3/14/2020,69880,NA,NA,NA,NA,5,5,7.155123068,7.155123068,5.081783057,5.081783057,0,0,0,0,POINT (-87.746791 41.946682),2020-03-08 UTC--2020-03-14 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,60642,3/8/2020,3/14/2020,19716,NA,NA,NA,NA,2,2,10.14404545,10.14404545,2.04919862,2.04919862,0,0,0,0,POINT (-87.657821 41.899935),2020-03-08 UTC--2020-03-14 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,60643,3/8/2020,3/14/2020,48887,NA,NA,NA,NA,4,5,8.18213431,10.22766789,4.08043038,5.100537975,0,0,0,0,POINT (-87.662381 41.700445),2020-03-08 UTC--2020-03-14 UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
