zip,week,deaths_weekly,wave,population,alpha_vaxleveldec,alpha_recoveredleveldec,dec65plus
60618,9,4,0,94907,3.5099999999999993,0.8213303549790849,0.9165814955693469
60618,10,0,0,94907,3.5099999999999993,0.8213303549790849,0.9165814955693469
60618,11,0,0,94907,3.5099999999999993,0.8213303549790849,0.9165814955693469
60618,12,0,0,94907,3.5099999999999993,0.8213303549790849,0.9165814955693469
60618,13,0,0,94907,3.5099999999999993,0.8213303549790849,0.9165814955693469
60618,14,2,0,94907,3.5099999999999993,0.8213303549790849,0.9165814955693469
60618,15,1,0,94907,3.5099999999999993,0.8213303549790849,0.9165814955693469
60618,16,0,1,94907,3.5099999999999993,0.8213303549790849,0.9165814955693469
60618,17,0,1,94907,3.5099999999999993,0.8213303549790849,0.9165814955693469
60618,18,3,1,94907,3.5099999999999993,0.8213303549790849,0.9165814955693469
60618,19,2,1,94907,3.5099999999999993,0.8213303549790849,0.9165814955693469
60618,20,4,1,94907,3.5099999999999993,0.8213303549790849,0.9165814955693469
60618,21,0,1,94907,3.5099999999999993,0.8213303549790849,0.9165814955693469
60618,22,0,1,94907,3.5099999999999993,0.8213303549790849,0.9165814955693469
60618,23,1,1,94907,3.5099999999999993,0.8213303549790849,0.9165814955693469
60618,24,1,1,94907,3.5099999999999993,0.8213303549790849,0.9165814955693469
60618,25,2,1,94907,3.5099999999999993,0.8213303549790849,0.9165814955693469
60618,26,1,1,94907,3.5099999999999993,0.8213303549790849,0.9165814955693469
60619,0,5,0,61207,2.44,0.6567876223307791,1.7086280980933553
60619,1,7,0,61207,2.44,0.6567876223307791,1.7086280980933553
60619,2,3,0,61207,2.44,0.6567876223307791,1.7086280980933553
60619,3,1,0,61207,2.44,0.6567876223307791,1.7086280980933553
60619,4,1,0,61207,2.44,0.6567876223307791,1.7086280980933553
60619,5,1,0,61207,2.44,0.6567876223307791,1.7086280980933553
60619,6,5,0,61207,2.44,0.6567876223307791,1.7086280980933553
60619,7,2,0,61207,2.44,0.6567876223307791,1.7086280980933553
60619,8,0,0,61207,2.44,0.6567876223307791,1.7086280980933553
60619,9,0,0,61207,2.44,0.6567876223307791,1.7086280980933553
60619,10,1,0,61207,2.44,0.6567876223307791,1.7086280980933553
60619,11,1,0,61207,2.44,0.6567876223307791,1.7086280980933553
60619,12,2,0,61207,2.44,0.6567876223307791,1.7086280980933553
60619,13,1,0,61207,2.44,0.6567876223307791,1.7086280980933553
60619,14,2,0,61207,2.44,0.6567876223307791,1.7086280980933553
60619,15,0,0,61207,2.44,0.6567876223307791,1.7086280980933553
60619,16,4,1,61207,2.44,0.6567876223307791,1.7086280980933553
60619,17,3,1,61207,2.44,0.6567876223307791,1.7086280980933553
60619,18,2,1,61207,2.44,0.6567876223307791,1.7086280980933553
60619,19,2,1,61207,2.44,0.6567876223307791,1.7086280980933553
60619,20,0,1,61207,2.44,0.6567876223307791,1.7086280980933553
60619,21,1,1,61207,2.44,0.6567876223307791,1.7086280980933553
60619,22,3,1,61207,2.44,0.6567876223307791,1.7086280980933553
60619,23,0,1,61207,2.44,0.6567876223307791,1.7086280980933553
60619,24,3,1,61207,2.44,0.6567876223307791,1.7086280980933553
60619,25,0,1,61207,2.44,0.6567876223307791,1.7086280980933553
60619,26,0,1,61207,2.44,0.6567876223307791,1.7086280980933553
60620,0,5,0,67711,2.2199999999999998,0.6988524759640236,1.7685457311219743
60620,1,6,0,67711,2.2199999999999998,0.6988524759640236,1.7685457311219743
60620,2,5,0,67711,2.2199999999999998,0.6988524759640236,1.7685457311219743
60620,3,4,0,67711,2.2199999999999998,0.6988524759640236,1.7685457311219743
60620,4,3,0,67711,2.2199999999999998,0.6988524759640236,1.7685457311219743
