zip,week,deaths_weekly,wave,population,delta_vaxleveldec,delta_recoveredleveldec,dec65plus
60641,24,1,1,69880,6.25,1.3169719519175729,1.162135088723526
60641,25,1,1,69880,6.25,1.3169719519175729,1.162135088723526
60642,0,0,0,19716,7.019999999999999,1.095049705822682,0.5959626699127611
60642,1,0,0,19716,7.019999999999999,1.095049705822682,0.5959626699127611
60642,2,1,0,19716,7.019999999999999,1.095049705822682,0.5959626699127611
60642,3,0,0,19716,7.019999999999999,1.095049705822682,0.5959626699127611
60642,4,0,0,19716,7.019999999999999,1.095049705822682,0.5959626699127611
60642,5,0,0,19716,7.019999999999999,1.095049705822682,0.5959626699127611
60642,6,0,0,19716,7.019999999999999,1.095049705822682,0.5959626699127611
60642,7,0,0,19716,7.019999999999999,1.095049705822682,0.5959626699127611
60642,8,0,0,19716,7.019999999999999,1.095049705822682,0.5959626699127611
60642,9,0,0,19716,7.019999999999999,1.095049705822682,0.5959626699127611
60642,10,0,0,19716,7.019999999999999,1.095049705822682,0.5959626699127611
60642,11,0,0,19716,7.019999999999999,1.095049705822682,0.5959626699127611
60642,12,0,0,19716,7.019999999999999,1.095049705822682,0.5959626699127611
60642,13,0,1,19716,7.019999999999999,1.095049705822682,0.5959626699127611
60642,14,0,1,19716,7.019999999999999,1.095049705822682,0.5959626699127611
60642,15,0,1,19716,7.019999999999999,1.095049705822682,0.5959626699127611
60642,16,0,1,19716,7.019999999999999,1.095049705822682,0.5959626699127611
60642,17,0,1,19716,7.019999999999999,1.095049705822682,0.5959626699127611
60642,18,0,1,19716,7.019999999999999,1.095049705822682,0.5959626699127611
60642,19,0,1,19716,7.019999999999999,1.095049705822682,0.5959626699127611
60642,20,0,1,19716,7.019999999999999,1.095049705822682,0.5959626699127611
60642,21,0,1,19716,7.019999999999999,1.095049705822682,0.5959626699127611
60642,22,0,1,19716,7.019999999999999,1.095049705822682,0.5959626699127611
60642,23,0,1,19716,7.019999999999999,1.095049705822682,0.5959626699127611
60642,24,0,1,19716,7.019999999999999,1.095049705822682,0.5959626699127611
60642,25,0,1,19716,7.019999999999999,1.095049705822682,0.5959626699127611
60643,0,3,0,48887,5.42,0.9362407183913923,1.8755497371489351
60643,1,1,0,48887,5.42,0.9362407183913923,1.8755497371489351
